WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
DETAIL,detail,N,0.2,0.632455532033676,2.3125,0.704154339142587,3.11111111111111,1.61589328580544,6,4,2,16.8333333333333,0,0,0,0,229076,2
DEUTUNG,deutung,N,0.5,0.707106781186548,2.41176470588235,0.939336436627725,2,1.3228756555323,7,5,2,15.3333333333333,0,0,0,0,278277.166666667,1
DIAGNOSE,diagnose,N,-0.7,0.948683298050514,3.61904761904762,1.02353263143832,2.66666666666667,1.4142135623731,8,8,4,11.6666666666667,0,0,0,0,77290.7142857143,3
DIALEKT,dialekt,N,0.4,0.843274042711568,2.6875,0.873212459828649,3.33333333333333,1.80277563773199,7,7,3,4.66666666666667,0,0,0,0,77356.6666666667,3
DIAMANT,diamant,N,1.7,0.674948557710553,2.83333333333333,1.04318516770401,6.55555555555556,0.726483157256779,7,7,3,5.66666666666667,0,0,0,0,94066,3
DICHTER,dichter,N,1.58823529411765,1.04787366399117,2.27777777777778,1.01781516613691,4.88461538461539,1.70474451052169,7,6,2,73,2,64,0,0,503184.833333333,1
DIEB,dieb,N,-1.8,0.918936583472681,3.5,0.857492925712544,4.66666666666667,2,4,3,1,15.8333333333333,3,140.67,1,130.67,143176.666666667,1
DIELE,diele,N,0.4,0.68055705,1.875,0.61913918736689,4.22727273,1.54092793,5,4,2,15.3333333333333,1,0,0,0,170523.75,1
DIENEN,dienen,V,-1.08823529411765,1.40059829334561,2.47619047619048,0.928388260322567,3.38461538461538,1.67515785708507,6,5,2,134.333333333333,1,10,0,0,524321.2,1
DIENER,diener,N,-0.5,1.35724179,2.27777777777778,0.894792486988599,4.04545455,1.81205678,6,5,2,10,4,6076.67,3,6075.17,614989.8,1
DIENST,dienst,N,-0.764705882352941,1.20752247057106,2.14285714285714,0.9102589898328,3.11538461538462,1.68111684488433,6,5,1,102.833333333333,0,0,0,0,342136.4,1
DIFFUS,diffus,A,-1.2,0.42,2.47368421052632,1.21876171459357,1.78,1.09,6,5,2,1.5,0,0,0,0,42661.6,2
DIKTATUR,diktatur,N,-2.5,0.849836585598797,4.29411764705882,0.985184366143778,3.55555555555556,1.33333333333333,8,8,3,17.8333333333333,1,3.67,0,0,55314.1428571429,3
DILEMMA,dilemma,N,-1.8,0.918936583472681,3.70588235294118,0.919558717697852,2.55555555555556,1.33333333333333,7,6,3,7.33333333333333,0,0,0,0,78242.1666666667,2
DING,ding,N,-0.029411764705882,0.673538557877949,1.55555555555556,0.704792186494566,3.38461538461538,2.28169977125691,4,3,1,238.333333333333,2,46.5,0,0,280581.666666667,1
DIPLOM,diplom,N,1.8,0.918936583472681,3.47058823529412,1.06757008311068,4.33333333333333,1.22474487139159,6,6,2,2.33333333333333,0,0,0,0,28415,2
DIPLOMAT,diplomat,N,0.9,1.19721899973786,2.57894736842105,1.21636021134477,4.66666666666667,1.5,8,8,3,22.8333333333333,0,0,0,0,42069.8571428571,3
DIRNE,dirne,N,-1,1.21395396,2.52380952380952,1.24976188208185,4.40909091,1.70877542,5,5,2,1.66666666666667,1,3.83,1,3.83,89597,1
DISKUSSION,diskussion,N,0.029411764705882,1.2181778274338,3.36842105263158,1.38285237887288,4.19230769230769,1.62528104078601,10,9,4,168.666666666667,0,0,0,0,83695.7777777778,4
DISTEL,distel,N,-0.55,1.43178211,2.15789473684211,1.11868761873192,5.63636364,1.32899728,6,6,2,4.16666666666667,2,0,0,0,172730,1
DOGGE,dogge,N,-0.95,1.39453822,2.57142857142857,1.43427433120127,5.13636364,1.64158618,5,4,2,0.5,0,0,0,0,85066.5,1
DOKTOR,doktor,N,0.8,0.95145318,3.42857142857143,1.02817452659695,5.13636364,1.45718105,6,6,2,85.8333333333333,0,0,0,0,36638.8,1
DOKUMENT,dokument,N,0.6,0.843274042711568,2.1,0.959525744924238,5.55555555555556,1.23603308118261,8,8,3,51.8333333333333,0,0,0,0,194532.428571429,3
DOLCH,dolch,N,-1.3,1.05934990547138,4.05263157894737,0.970319776071918,6.66666666666667,0.707106781186548,5,4,1,2.83333333333333,2,660.83,1,658.67,217256.5,1
DOMINANZ,dominanz,N,-0.6,1.17378779077727,3.52631578947368,1.02026255077535,2.66666666666667,1,8,8,3,0.666666666666667,1,0.33,0,0,153254.142857143,3
DONNER,donner,N,-0.2,1.54238366,3.94736842105263,0.848114523878724,4.40909091,1.91880645,6,5,2,5.16666666666667,1,1.5,0,0,387358.8,1
DOSE,dose,N,-0.18,1.05,2,1.02,5.45,1.82,4,4,2,4.83,5,44.5,2,37.5,120238,1
DOSIS,dosis,N,-0.7,1.1742859,3.23809523809524,1.04425867986634,2.22727273,0.97256745,5,5,2,2.5,0,0,0,0,87009.75,1
DOZENT,dozent,N,0.1,0.737864787372622,2.57894736842105,1.01739260823845,5.22222222222222,1.39443337755679,6,6,2,10,1,2.5,0,0,248919.8,2
DRACHE,drache,N,0.4,1.46539019,3.44444444444444,1.09663776110663,6.13636364,1.3902879,6,5,2,4.16666666666667,1,0.17,0,0,235815.6,1
DRAMA,drama,N,0.1,1.55258698,3.88888888888889,1.02261998512983,3.27272727,1.75069559,5,5,2,26.8333333333333,0,0,0,0,63496.5,1
DRÄNGEN,drängen,V,-1.32352941176471,1.00666229886552,3.93333333333333,0.980265035707122,3,1.3856406460551,7,6,2,44.5,1,77.33,1,77.33,388309.25,1
DRECK,dreck,N,-1.5,0.52704627669473,3.52631578947368,0.964274111134126,6.22222222222222,0.666666666666667,5,4,1,7.83333333333333,2,101.67,1,100.67,76292.5,1
DRILLEN,drillen,V,-1.7,0.67,3.16666666666667,1.20049009599756,4.11,1.76,7,6,2,2,1,2,0,0,248335.5,1
DRINGEN,dringen,V,-0.823529411764706,1.16698493239719,2.78947368421053,1.27274625944674,1.69230769230769,0.928190961784514,7,6,2,77.3333333333333,4,678.17,1,627.67,369956.666666667,1
DROGE,droge,N,-1.25,1.80277564,3.94736842105263,1.31122013621437,4.18181818,1.76301591,5,5,2,2.33333333333333,0,0,0,0,96930.25,1
DROHEN,drohen,V,-2.17647058823529,1.11384097214546,3.92857142857143,1.15240718847217,4.53846153846154,1.85969393677066,6,5,2,69.3333333333333,1,77.67,1,77.67,268682,1
DROHUNG,drohung,N,-2.1,0.567646212197547,4.17647058823529,0.951005659660279,4.11111111111111,1.26929551764399,7,5,2,32.6666666666667,1,2.67,0,0,114027,1
DRUCK,druck,N,-1.58823529411765,1.04787366399117,3.61111111111111,1.09215862287323,3.73076923076923,2.20104870110032,5,4,1,100.666666666667,2,7.83,0,0,38312.75,1
DRÜCKEN,drücken,V,-0.176470588235294,1.11384097214546,2.71428571428571,1.04906105662592,4.46153846153846,1.81616671549215,7,6,2,59.1666666666667,2,11,0,0,285152.75,1
DUELL,duell,N,-0.5,1.35724179,3.66666666666667,1.02899151085505,4.81818182,1.62235466,5,4,2,9.16666666666667,0,0,0,0,82623,2
DUFT,duft,N,1.7,0.674948557710553,2.38888888888889,1.03690086251908,3.55555555555556,1.81046341520004,4,4,1,9.83333333333333,2,108,1,108,55365.6666666667,1
DUFTEN,duften,V,1.5,0.53,2.44444444444444,0.983524408155643,3.11,1.83,6,6,2,3.66666666666667,0,0,0,0,293911.2,1
DUMMHEIT,dummheit,N,-1.9,0.875595035770913,3,0.935414346693485,3.11111111111111,1.05409255338946,8,6,2,8,0,0,0,0,171884.571428571,1
DURST,durst,N,-1.1,0.737864787372622,3.45,1.05006265477226,4.11111111111111,1.96497102042527,5,5,1,9.5,2,16.17,1,10.5,101965.75,1
DUSCHE,dusche,N,1.7,0.86450473,2.1875,0.834166250416147,5.95454545,1.0455016,6,4,2,11.1666666666667,1,0.67,0,0,270012.2,1
ECHSE,echse,N,0.3,1.08093527,2.65,1.03998987849326,5.18181818,1.46827932,5,4,2,2.33333333333333,2,14.67,2,14.67,282980.25,1
EFFEKT,effekt,N,0.4,1.17378779077727,3.31578947368421,0.88522637273985,1.77777777777778,1.30170827931778,6,5,2,14,1,5.33,0,0,33331.6,2
EGOISMUS,egoismus,N,-1.1,1.3703203194063,3.72222222222222,1.07405529245092,2,1,8,8,4,4.5,0,0,0,0,48576.7142857143,3
EHE,ehe,N,0.647058823529412,1.72121086590801,3.19047619047619,1.24976188208185,5,1.46969384566991,3,2,2,125.5,0,0,0,0,161273.5,1
EHELOS,ehelos,A,-0.2,1.03,2.47368421052632,0.964274111134126,2,1.12,6,5,3,1.66666666666667,1,2,1,2,100868.4,1
EHRE,ehre,N,0.911764705882353,1.62121628599928,3.0952380952381,1.22085060121056,2.69230769230769,1.69160824706504,4,3,2,69.5,2,1526.5,1,1524,148193.333333333,1
EHRGEIZ,ehrgeiz,N,1.5,1.17851130197758,3.55555555555556,0.704792186494566,2.88888888888889,1.05409255338946,7,5,2,11.1666666666667,0,0,0,0,197845.5,1
EHRLICH,ehrlich,A,2.2,0.79,2.11111111111111,0.963381842865745,2.67,0.87,7,5,2,37.5,1,19,0,0,247003.5,1
EHRUNG,ehrung,N,1.15,1.22581874,2.9,1.11921024787453,2.86363636,1.69861161,6,4,2,11.1666666666667,0,0,0,0,170116.6,1
EICHE,eiche,N,1.45,1.09904265,1.72222222222222,0.751903901522118,6,1.38013112,5,3,2,4.66666666666667,2,1.33,0,0,479763.25,1
EID,eid,N,0.1,0.737864787372622,3.52631578947368,1.42861319905516,3.66666666666667,1.6583123951777,3,2,1,5.16666666666667,3,16612,2,16608.5,326894,1
EIDECHSE,eidechse,N,0.32,1.46,2.82,1.1,5.32,1.7,8,6,3,1.17,0,0,0,0,388878.142857143,1
EIFEL,eifel,N,0.6,1.09544512,2.38095238095238,1.32197543381829,2.72727273,1.80427583,5,4,2,6,2,17.83,1,12.83,213792.5,1
EIFER,eifer,N,0.8,1.23969436,3.05263157894737,1.02597835208515,2.45454545,1.01076457,5,4,2,12.8333333333333,5,2071.17,1,2058.33,549909,1
EIFRIG,eifrig,A,0.8,1.14,2.94736842105263,0.970319776071918,3.11,1.54,6,5,2,15.6666666666667,1,1,0,0,177243.4,1
EIGELB,eigelb,N,0.8,0.83350875,2.33333333333333,1.35400640077266,5.36363636,2.03646413,6,5,2,0.833333333333333,0,0,0,0,241133.8,1
EIGENART,eigenart,N,0.3,0.948683298050514,2.5,0.966091783079296,2.11111111111111,0.927960727138337,8,7,3,7.33333333333333,0,0,0,0,332573,1
EIGENTUM,eigentum,N,1.2,0.788810637746616,2.44444444444444,1.14902629992028,3.44444444444444,1.33333333333333,8,7,3,44,0,0,0,0,325811.285714286,1
EIMER,eimer,N,0.1,0.71818485,1.64705882352941,0.701888209634219,6.09090909,1.34196341,5,4,2,5.83333333333333,4,2072.17,2,2071.17,566807.25,1
EINDRUCK,eindruck,N,0.4,0.699205898780101,2.17647058823529,0.951005659660279,2,1.22474487139159,8,6,2,99,0,0,0,0,239224.142857143,1
EINENGEN,einengen,V,-2,0.94,3.5,0.785905247993376,3.89,1.36,8,6,3,5.83333333333333,0,0,0,0,564772.142857143,1
EINFALL,einfall,N,1.5,0.849836585598797,3.05882352941176,1.34492510178514,2.66666666666667,1.11803398874989,7,5,2,14.3333333333333,1,2,0,0,257953.666666667,1
EINFALT,einfalt,N,-1.2,0.421637021355784,2.55555555555556,0.983524408155643,2.44444444444444,1.23603308118261,7,6,2,2,2,17.5,2,17.5,245145.5,1
EINGEHEN,eingehen,V,0.029411764705882,1.24280460244457,2.19047619047619,1.16700675315302,2.26923076923077,1.71015069061629,8,6,3,59.8333333333333,3,31,0,0,437062.285714286,1
EINHEIT,einheit,N,1.17647058823529,1.44538111227274,2.23529411764706,1.03255821656129,3.96153846153846,2.00959238117125,7,5,2,172.333333333333,0,0,0,0,379175.333333333,1
EINIGUNG,einigung,N,1.5,0.97182531580755,2,0.935414346693485,3,1,8,6,3,36.8333333333333,0,0,0,0,288644,1
EINKLANG,einklang,N,1.9,0.737864787372622,1.52941176470588,0.514495755427527,2.44444444444444,1.58989866902824,8,6,2,11,0,0,0,0,253148.714285714,1
EINLADEN,einladen,V,1.67647058823529,1.12062180345622,2.53333333333333,0.899552890217607,3.53846153846154,1.50281786603086,8,7,3,56.8333333333333,0,0,0,0,469508.714285714,1
EINLADUNG,einladung,N,1.64705882352941,1.09772086039395,2.6,1.27576886891653,4.30769230769231,1.87123981935466,9,7,3,45,0,0,0,0,241886.25,1
EINNAHME,einnahme,N,0.4,1.07496769977314,2.44444444444444,1.09663776110663,2.77777777777778,1.48136573621926,8,6,3,20.8333333333333,1,1.67,0,0,226238.714285714,1
EINSAM,einsam,A,-2.2,0.92,3.1,1.3337718577107,3.78,1.39,6,5,2,24,0,0,0,0,276286.8,1
EINSATZ,einsatz,N,1,0.942809041582063,2.76470588235294,1.14724734499071,3,1,7,5,2,78,0,0,0,0,243119,1
EINSETZEN,einsetzen,V,0.411764705882353,0.89163272296163,2.73684210526316,1.24016599530322,2.15384615384615,0.967152839723182,9,7,3,114.666666666667,0,99,1,51,355635,1
EINSICHT,einsicht,N,1.09090909090909,1.15552034717147,2.11111111111111,0.83235236379573,2.26923076923077,1.58890383114126,8,6,2,50,1,35,0,0,375167.285714286,1
EINSTELLEN,einstellen,V,0.352941176470588,0.981104910251593,2.23809523809524,0.943650459903555,2.53846153846154,1.44860675770257,10,8,3,58.3333333333333,0,49,0,0,360537.333333333,1
EINSTURZ,einsturz,N,-1.7,0.823272602348565,4.05882352941176,0.899346167730627,5.22222222222222,1.56347191994114,8,7,2,1.66666666666667,0,0,0,0,234156,1
EINTRACHT,eintracht,N,0.441176470588235,1.43951120640618,1.84210526315789,1.01451454700358,2.88461538461538,1.90424626720229,9,7,2,30,0,0,0,0,303634,1
EINTRETEN,eintreten,V,0.147058823529412,0.783633840792329,2.14285714285714,0.963624111659432,3.07692307692308,1.52113318083794,9,8,3,90.8333333333333,0,48,0,0,374106.75,1
EINTRITT,eintritt,N,0.3,0.483045891539648,2.75,0.683130051063973,3,1,8,6,2,27,1,0,0,0,245365.857142857,1
EIS,eis,N,1.8,0.918936583472681,2.78947368421053,1.18222705886536,6.55555555555556,0.52704627669473,3,2,1,9.5,3,18319.67,2,18314.5,390059,1
EITEL,eitel,A,-1.1,0.99,3.05263157894737,1.223550580643,3.33,1.41,5,4,2,5,3,543,2,506,313119.5,1
EKEL,ekel,N,-2,0.67,4,0.76696498884737,4.44,1.51,4,4,2,4.33333333333333,3,180,2,107,76414.6666666667,1
EKSTASE,ekstase,N,2,0.942809041582063,4.5,0.894427190999916,4.55555555555556,1.66666666666667,7,7,3,1.66666666666667,0,0,0,0,115119.333333333,2
ELCH,elch,N,1,1.48,2.91,1.31,6,1.15,4,3,1,1.17,1,33,1,33,305853,1
ELEFANT,elefant,N,1.32,1.39,2.95,1.17,6.45,0.96,7,7,3,9.33,1,20.17,1,20.17,120737.333333333,3
ELEND,elend,A,-2.1,0.74,4.1,0.967906041546987,4,1.41,5,5,2,23.5,0,0,0,0,416671,1
EMBARGO,embargo,N,-1.7,0.674948557710553,3.22222222222222,1.21536997782837,3.33333333333333,1.58113883008419,7,7,3,0.666666666666667,0,0,0,0,34542,2
EMOTION,emotion,N,0.7,1.41813649241218,3.13333333333333,1.22427553055374,2.33333333333333,1.4142135623731,7,7,4,3,0,0,0,0,61085.3333333333,4
EMPFANGEN,empfangen,V,1.14705882352941,0.783633840792329,2.76190476190476,0.995226703056239,4.42307692307692,1.72448431533782,9,7,3,75,0,0,0,0,235515.875,2
EMPFEHLEN,empfehlen,V,1.08823529411765,0.900089122147072,2.28571428571429,1.10194633003868,2.46153846153846,0.947872110815345,9,7,3,63.6666666666667,0,0,0,0,186671,2
EMPFINDEN,empfinden,V,1.5,1.05169415994414,2.33333333333333,1.18418699983352,2.96153846153846,1.82166449667922,9,8,3,58.1666666666667,0,0,0,0,368729.375,2
ENDE,ende,N,-0.6,1.26491106406735,2.80952380952381,0.928388260322567,2.44444444444444,1.0137937550497,4,4,2,373.833333333333,3,216.67,0,0,763967,1
ENDEN,enden,V,-0.941176470588235,1.32439068827411,2.76190476190476,1.17918454470714,3.5,2.04450483002609,5,5,2,49.8333333333333,2,29.67,0,0,831529.25,1
ENDZIEL,endziel,N,0.6,1.26491106406735,3.80952380952381,1.03048763306736,2.88888888888889,1.26929551764398,7,6,2,4.16666666666667,0,0,0,0,303855.166666667,1
ENERGIE,energie,N,2.1,0.994428926011753,3.47058823529412,1.2307338795828,3.44444444444444,1.58989866902824,7,6,3,52.3333333333333,0,0,0,0,506786.833333333,3
ENGEL,engel,N,2.15,1.26802789,2.22222222222222,1.30859401674224,6.04545455,0.89853175,5,4,2,31.5,3,45.33,0,0,419977.75,1
ENKEL,enkel,N,1.25,0.91046547,2.27777777777778,1.27443438690893,3.22727273,1.77097816,5,5,2,11.3333333333333,2,54.83,2,54.83,318823.5,1
ENTDECKEN,entdecken,V,1.73529411764706,0.898106544580817,3.2,1.12648369595009,3.76923076923077,1.70429322143092,9,8,3,78.6666666666667,0,48,0,0,405085,2
ENTE,ente,N,0.91,1.41,2.41,1.3,6.18,1.22,4,4,2,20.83,3,380.17,1,373.83,471593.666666667,1
ENTFALLEN,entfallen,V,-0.676470588235294,0.767545803007739,2.36842105263158,1.16478545071564,1.80769230769231,1.0205579167977,9,8,3,41.5,0,50,0,0,334774.875,2
ENTFERNEN,entfernen,V,-0.705882352941176,1.14228404270768,2.86666666666667,1.04166091952438,3.96153846153846,1.86506341405903,9,9,3,48.5,0,48,0,0,496962.5,2
ENTFERNUNG,entfernung,N,-1.08823529411765,1.21524775024443,2.38095238095238,1.2440333788203,4.38461538461539,1.72225255005003,10,9,3,30.3333333333333,0,0,0,0,375723.444444444,2
ENTHALTEN,enthalten,V,-0.352941176470588,1.01152009645179,2.19047619047619,0.928388260322567,2.34615384615385,1.44061952485194,9,9,3,125.5,0,98,1,50,351284.625,2
ENTLASSEN,entlassen,V,-1.61764705882353,1.15508640323159,3.33333333333333,1.26854065851231,3.92307692307692,1.57284651312395,9,8,3,36.6666666666667,0,97,0,0,342888.25,2
ENTSETZT,entsetzt,A,-1.8,0.63,3.55555555555556,1.04161764590537,4.44,1.42,8,7,2,6.66666666666667,0,0,0,0,239119.857142857,2
ENTSTEHEN,entstehen,V,1.17647058823529,0.757611407360845,2.10526315789474,1.19697474409935,2.80769230769231,1.78928434340058,9,8,3,182.333333333333,0,0,0,0,381032.25,2
ENTWURF,entwurf,N,0.6,0.516397779494322,2.05263157894737,1.02597835208515,4,1.87082869338697,7,7,2,69.8333333333333,0,0,0,0,211107.666666667,2
ENTZIEHEN,entziehen,V,-1,1.12815214963553,1.94736842105263,1.02597835208515,2.30769230769231,1.56892908110547,9,7,3,37.6666666666667,0,0,0,0,359896.75,2
ENTZUG,entzug,N,-1.7,1.26074331,3.44444444444444,1.29352333352711,3.27272727,1.38639025,6,6,2,2.16666666666667,0,0,0,0,264098,2
ERBE,erbe,N,1.1,0.875595035770913,2.77777777777778,1.16596617626028,2.66666666666667,1.11803398874989,4,4,2,26.5,4,193.5,1,189.5,629409,1
ERBETEN,erbeten,V,0.058823529411765,1.04275789544865,2.15789473684211,0.958190302064658,3.03846153846154,1.86506341405903,7,7,3,31.8333333333333,1,0.33,0,0,545656,2
ERBIN,erbin,N,0.8,1.15165784,3.28571428571429,1.38357714432037,2.54545455,1.47122472,5,5,2,0.5,1,4,1,4,533099.25,1
ERBITTEN,erbitten,V,-0.2,0.92,2.72222222222222,0.826442094733631,3,2,8,7,3,43.8333333333333,1,14,0,0,444715.571428571,2
ERBSE,erbse,N,0.6,1.09544512,1.61904761904762,0.920662287496912,5.68181818,1.7289238,5,5,2,2,0,0,0,0,464778.5,1
ERDBEBEN,erdbeben,N,-1.7,0.674948557710553,4.47058823529412,0.874474632195206,5.66666666666667,1.58113883008419,8,8,3,5.5,0,0,0,0,486780.571428571,1
ERDBEERE,erdbeere,N,2.5,0.91,2.82,1.47,6.55,0.91,8,7,3,2.33,0,0,0,0,525353.571428571,1
ERDE,erde,N,1.9,0.994428926011753,2.44444444444444,1.3814835257889,6.22222222222222,0.666666666666667,4,4,2,189.5,3,401.33,1,373.83,839507.333333333,1
ERFAHREN,erfahren,V,1.23529411764706,1.10258164074585,2.71428571428571,1.18923745075814,2.34615384615385,1.52163879267868,8,7,3,173.5,0,0,0,0,426945.714285714,2
ERFAHRUNG,erfahrung,N,1.73529411764706,0.86370672384371,3.42105263157895,0.837707816583391,2.46153846153846,1.88107988625192,9,7,3,194.833333333333,0,0,0,0,295050.875,2
ERFASSEN,erfassen,V,0.411764705882353,1.01854462596403,2.38095238095238,0.973457265430305,2.30769230769231,1.37896282094133,8,7,3,49.6666666666667,1,16.83,0,0,434132.571428571,2
ERFINDER,erfinder,N,1.3,0.948683298050514,2.66666666666667,0.970142500145332,4.55555555555556,1.42400062421959,8,8,3,8.66666666666667,1,19.5,1,19.5,692635.571428572,2
ERFOLG,erfolg,N,2.1,0.64072328,3.31578947368421,1.20428086327933,3.04545455,1.83814795,6,6,2,284.166666666667,0,0,0,0,325705,2
ERFOLGEN,erfolgen,V,0.235294117647059,0.69886590075427,2.52380952380952,0.928388260322567,1.65384615384615,0.891843380524078,8,8,3,116.166666666667,0,0,0,0,424916.428571429,2
ERFORDERN,erfordern,V,-0.970588235294118,0.999554267862857,2,1,1.38461538461538,0.571098805946787,9,9,3,49.5,0,0,0,0,526873.25,2
ERFÜLLEN,erfüllen,V,1.41176470588235,1.20899775819587,2.94736842105263,1.0787690624311,2.26923076923077,1.68659876218838,8,7,3,154.5,1,0.67,0,0,568070,2
ERFÜLLUNG,erfüllung,N,2.05882352941176,1.07142432729827,2.28571428571429,1.32935915658477,2.88461538461538,1.88312342828447,9,7,3,56.6666666666667,0,0,0,0,374175.666666667,2
ERGÄNZEN,ergänzen,V,0.764705882352941,0.986540436112763,2.2,0.886683086875871,2.61538461538462,1.65110685485642,8,8,3,37.5,0,0,0,0,530497.8,2
ERGEBEN,ergeben,V,-0.529411764705882,1.05127034604019,2.45,0.944513241388332,2.23076923076923,1.47804444608929,7,7,3,178.833333333333,4,213.33,0,0,547762.666666667,2
ERGEBNIS,ergebnis,N,0.735294117647059,0.963227640088788,2.78947368421053,1.31567250942124,3.07692307692308,1.76460934879257,8,8,3,246.166666666667,1,29,0,0,307436.571428571,2
ERGREIFEN,ergreifen,V,0.147058823529412,1.0482988511314,2.42857142857143,0.870139561876632,3.5,1.72626765016321,9,8,3,61.1666666666667,0,0,0,0,441993.625,2
ERHALTEN,erhalten,V,0.852941176470588,0.857492925712544,2.05263157894737,1.02597835208515,3.11538461538462,1.68111684488433,8,8,3,364.166666666667,1,1,0,0,452731.142857143,2
ERHEBEN,erheben,V,0.088235294117647,1.02595549135025,2.0952380952381,0.830948969838816,2.42307692307692,1.52769308234545,7,7,3,101,5,314.83,1,178.83,532817,2
ERHOLUNG,erholung,N,2.3,0.674948557710553,1.29411764705882,0.587867532097255,4,1,8,7,3,23.3333333333333,0,0,0,0,318127.571428571,2
ERINNERN,erinnern,V,1.35294117647059,0.812118551622534,3,1.18321595661992,3.19230769230769,1.87657626051766,8,7,3,152.166666666667,0,0,0,0,568527.571428572,2
ERINNERUNG,erinnerung,N,1.41176470588235,1.25812865023207,2.94736842105263,1.0787690624311,3,1.81107702762748,10,8,4,58.6666666666667,0,0,0,0,507561.333333333,2
ERKENNEN,erkennen,V,1.23529411764706,0.889631300184172,2.80952380952381,1.20909253653505,2.57692307692308,1.39062797104263,8,7,3,205.666666666667,1,25,0,0,564026.142857143,2
ERKENNTNIS,erkenntnis,N,1.76470588235294,1.01679304319592,3.42857142857143,1.02817452659695,2.38461538461538,1.72225255005003,10,9,3,107.666666666667,0,0,0,0,345798.444444444,2
ERLAUBEN,erlauben,V,0.647058823529412,1.06975933122267,1.89473684210526,0.875261030404661,2.30769230769231,1.43580585788555,8,7,3,71.5,2,0.67,0,0,463766.857142857,2
ERLEBEN,erleben,V,1.73529411764706,0.99418989495824,3.0952380952381,1.13599128098599,2.57692307692308,1.41910047348528,7,7,3,95.5,6,284.5,2,279.83,524720.5,2
ERLEBNIS,erlebnis,N,1.3,0.948683298050514,2.83333333333333,0.923548145182799,2.77777777777778,1.98606254796883,8,8,3,29,1,246.17,1,246.17,287686.142857143,2
ERLEDIGEN,erledigen,V,0.088235294117647,1.23993272199753,3,0.942809041582063,2.69230769230769,1.34964382765916,9,9,4,41.5,0,0,0,0,409237.5,2
ERLEIDEN,erleiden,V,-1.94117647058824,1.09934350852344,3.73333333333333,0.980265035707122,3.26923076923077,1.82335278665852,8,7,3,41.1666666666667,0,0,0,0,616287.571428572,2
ERMITTELN,ermitteln,V,-0.294117647058823,0.905518828835775,2.5,1.00858384842825,2.65384615384615,1.57333550630011,9,8,3,30.6666666666667,0,0,0,0,285997,2
ERNTE,ernte,N,1.2,1.05630936,2,0.90748521297303,4.5,1.40577042,5,5,2,24,1,1046.33,1,1046.33,479752,1
EROTIK,erotik,N,2.3,0.483045891539648,4.4375,0.813941029804985,5.22222222222222,0.833333333333333,6,6,3,1.33333333333333,1,0,0,0,339644,2
ERREGER,erreger,N,-1.2,0.421637021355784,3.88888888888889,0.83235236379573,3,1.87082869338697,7,7,3,4.83333333333333,1,40.33,1,40.33,602456.166666667,2
ERREICHEN,erreichen,V,1.55882352941176,0.823561242063752,2.52380952380952,1.03048763306736,2.69230769230769,1.73825730590683,9,7,3,363.5,0,49,0,0,586972,2
ERRICHTEN,errichten,V,0.676470588235294,1.09324615973503,2.15789473684211,1.25888654041475,3.42307692307692,1.72448431533782,9,8,3,68.6666666666667,0,48,0,0,511339.875,2
ERRICHTUNG,errichtung,N,0.411764705882353,1.07640386300512,2,0.881917103688197,2.88461538461538,1.79614972821139,10,8,3,39.8333333333333,0,0,0,0,378676.444444444,2
ERSAUFEN,ersaufen,V,-2.4,1.07,3.42105263157895,1.1697953037312,5.33,1.5,8,7,3,1.16666666666667,3,35,3,28,432652.428571429,2
ERSETZEN,ersetzen,V,-0.470588235294118,0.825182959240576,2.23809523809524,0.995226703056239,2.61538461538462,1.72225255005003,8,7,3,48.5,1,0,0,0,446495.142857143,2
ERTEILEN,erteilen,V,-0.323529411764706,1.09324615973503,1.78947368421053,0.917662935482247,1.92307692307692,1.23038455526967,8,7,3,50.5,1,13.33,0,0,530378.857142857,2
ERTRAG,ertrag,N,1.5,1.05131497,2.31578947368421,0.945905302926917,2.81818182,1.65144565,6,6,2,56,0,0,0,0,360679,2
ERWARTEN,erwarten,V,0.470588235294118,1.28476608217917,2.66666666666667,1.27801930084539,2.34615384615385,1.59855704164244,8,8,3,262.833333333333,0,0,0,0,433037.142857143,2
ERWARTUNG,erwartung,N,0.705882352941176,1.40409383621297,3.42857142857143,1.02817452659695,2.15384615384615,1.43366126242729,9,8,3,48,0,0,0,0,293578.625,2
ERWEITERN,erweitern,V,1.17647058823529,0.936485636618941,1.94736842105263,1.02597835208515,2.65384615384615,1.4681228202656,9,8,3,58.8333333333333,0,49,0,0,542737.375,2
ERWERB,erwerb,N,1.05,0.99868334,2.68421052631579,0.945905302926917,2.22727273,1.50970884,6,6,2,14.1666666666667,0,0,0,0,643283.6,2
ERWERBEN,erwerben,V,0.852941176470588,0.892132377090485,2.26315789473684,1.14707866935281,2.88461538461538,1.50537498522921,8,8,3,43.5,2,19,0,0,659502,2
ERZÄHLEN,erzählen,V,1.35294117647059,0.917253903620838,2.84210526315789,1.30226972350145,4.42307692307692,1.90101187630329,8,7,3,141,2,5.83,0,0,553031.2,2
